libId,CATEGORY,TOTAL_READS,PF_READS,PCT_PF_READS,PF_NOISE_READS,PF_READS_ALIGNED,PCT_PF_READS_ALIGNED,PF_ALIGNED_BASES,PF_HQ_ALIGNED_READS,PF_HQ_ALIGNED_BASES,PF_HQ_ALIGNED_Q20_BASES,PF_HQ_MEDIAN_MISMATCHES,PF_MISMATCH_RATE,PF_HQ_ERROR_RATE,PF_INDEL_RATE,MEAN_READ_LENGTH,READS_ALIGNED_IN_PAIRS,PCT_READS_ALIGNED_IN_PAIRS,BAD_CYCLES,STRAND_BALANCE,PCT_CHIMERAS,PCT_ADAPTER,SAMPLE,LIBRARY,READ_GROUP,PF_BASES,PF_ALIGNED_BASES,RIBOSOMAL_BASES,CODING_BASES,UTR_BASES,INTRONIC_BASES,INTERGENIC_BASES,IGNORED_READS,CORRECT_STRAND_READS,INCORRECT_STRAND_READS,PCT_RIBOSOMAL_BASES,PCT_CODING_BASES,PCT_UTR_BASES,PCT_INTRONIC_BASES,PCT_INTERGENIC_BASES,PCT_MRNA_BASES,PCT_USABLE_BASES,PCT_CORRECT_STRAND_READS,MEDIAN_CV_COVERAGE,MEDIAN_5PRIME_BIAS,MEDIAN_3PRIME_BIAS,MEDIAN_5PRIME_TO_3PRIME_BIAS,SAMPLE,LIBRARY,READ_GROUP,fastq_total_reads,reads_aligned_sam,aligned,reads_with_mult_align,algn_seg_with_mult_algn,no_feature,ambiguous,too_low_aQual,not_aligned,alignment_not_unique,LIBRARY,UNPAIRED_READS_EXAMINED,READ_PAIRS_EXAMINED,UNMAPPED_READS,UNPAIRED_READ_DUPLICATES,READ_PAIR_DUPLICATES,READ_PAIR_OPTICAL_DUPLICATES,PERCENT_DUPLICATION,ESTIMATED_LIBRARY_SIZE,mapped_reads_w_dups
lib3632_H32507XX,UNPAIRED,31148218,31148218,1,0,31148218,1,1411089282,27618853,1258483416,1239243379,0,0.00858,0.007542,0.00003,49.330189,0,0,0,0.480908,0,0,,,,1536547468,1536521720,25350999,693664721,625555922,144739964,47210856,0,119868,18485996,0.016499,0.451451,0.407125,0.0942,0.030726,0.858576,0.858562,0.006442,0.587644,0.171086,0.897234,0.211066,,,,32395151,31148221,96.2%,3529366,11.3%,2869374,1343311,0,0,11752923,Unknown Library,31148218,0,0,19659080,0,0,0.631146,,0.961509
lib3633_V09914XX,UNPAIRED,32983866,32983866,1,0,32983866,1,1490714105,28950650,1315734774,1294611627,0,0.008574,0.007517,0.000031,49.246677,0,0,0,0.482469,0,0,,,,1624345799,1624317368,26088652,731442478,683497908,134250221,49038898,0,124268,19827974,0.016061,0.450308,0.420791,0.08265,0.03019,0.871098,0.871083,0.006228,0.598005,0.127443,0.910798,0.184302,,,,34326533,32983869,96.1%,4033217,12.2%,2626109,1464121,0,0,13435700,Unknown Library,32983866,0,0,21326672,0,0,0.646579,,0.960885
lib4663_C4W9KACXX,UNPAIRED,6701852,6701852,1,0,6701852,1,301008896,4961393,230388341,229270067,0,0.033941,0.005095,0.000061,49.280964,0,0,0,0.499887,0,0,,,,330273725,330261913,4394372,101455254,152957429,30090470,41364711,0,1735902,1713749,0.013306,0.307196,0.46314,0.091111,0.125248,0.770336,0.770309,0.503211,0.769532,0.220646,0.875484,0.259038,,,,7111627,6701855,94.2%,1740460,26.0%,329322,356484,0,0,9892151,Unknown Library,6701852,0,0,3756039,0,0,0.560448,,0.942380
lib4664_C4W9KACXX,UNPAIRED,8048320,8048320,1,0,8048320,1,369493337,6979093,323982695,322480469,0,0.011306,0.004181,0.000037,49.320725,0,0,0,0.500537,0,0,,,,396948974,396938815,3453914,171098418,158634855,43158052,20593870,0,2315211,2310799,0.008701,0.431045,0.399646,0.108727,0.051882,0.83069,0.830669,0.500477,0.461634,0.583123,0.607404,0.897419,,,,8519240,8048323,94.5%,1069228,13.3%,802799,396507,0,0,4649266,Unknown Library,8048320,0,0,2762978,0,0,0.343299,,0.944723
lib4665_C4W9KACXX,UNPAIRED,7524186,7524186,1,0,7524186,1,338715190,6907474,313377406,311889076,0,0.005262,0.003845,0.00004,49.327282,0,0,0,0.5004,0,0,,,,371147642,371136928,4557816,135055650,134971027,79698196,16854684,0,1935361,1938613,0.012281,0.363897,0.363669,0.214741,0.045414,0.727566,0.727545,0.49958,0.437749,0.609564,0.659932,0.810672,,,,8057444,7524189,93.4%,616713,8.2%,1647758,301090,0,0,2212671,Unknown Library,7524186,0,0,1912053,0,0,0.254121,,0.933818
lib4666_C4W9KACXX,UNPAIRED,8307782,8307782,1,0,8307782,1,383194234,6807619,319029597,317535184,0,0.015967,0.00366,0.00004,49.308852,0,0,0,0.50057,0,0,,,,409647189,409637151,1622594,184574414,166830437,30354325,26255496,0,2449989,2448615,0.003961,0.45058,0.407264,0.074101,0.064095,0.857844,0.857823,0.50014,0.490159,0.569075,0.602093,0.857941,,,,8763620,8307785,94.8%,1500164,18.1%,448490,435018,0,0,7099084,Unknown Library,8307782,0,0,3437812,0,0,0.413806,,0.947985
lib4667_C4W9KACXX,UNPAIRED,8212950,8212950,1,0,8212950,1,377065123,6909883,321994971,320510381,0,0.014609,0.003692,0.000038,49.317169,0,0,0,0.500241,0,0,,,,405039444,405028732,2662004,174883021,162127675,39766572,25589722,0,2370201,2370997,0.006572,0.431779,0.400287,0.098182,0.06318,0.832066,0.832044,0.499916,0.464663,0.575653,0.594716,0.916732,,,,8687972,8212953,94.5%,1303068,15.9%,681016,397243,0,0,6177790,Unknown Library,8212950,0,0,3091059,0,0,0.376364,,0.945324
lib4668_C4W9KACXX,UNPAIRED,7927232,7927232,1,0,7927232,1,361929429,6706012,309939956,308463288,0,0.012581,0.003897,0.00004,49.317589,0,0,0,0.500237,0,0,,,,390951971,390940707,3550282,171513950,161270555,33294835,21311467,0,2335512,2338728,0.009081,0.438721,0.412519,0.085166,0.054513,0.85124,0.851216,0.499656,0.474058,0.556447,0.604213,0.844133,,,,8372392,7927235,94.7%,1221221,15.4%,568283,391535,0,0,5392530,Unknown Library,7927232,0,0,3063950,0,0,0.386509,,0.946830
lib4669_C4W9KACXX,UNPAIRED,7979209,7979209,1,0,7979209,1,361813053,6756303,311232506,309764064,0,0.016078,0.004878,0.000045,49.312846,0,0,0,0.500229,0,0,,,,393477507,393466018,6720320,162520007,169377269,29924991,24923990,0,2290033,2278436,0.01708,0.413047,0.430475,0.076055,0.063345,0.843522,0.843497,0.501269,0.523008,0.441115,0.674243,0.618557,,,,8429803,7979212,94.7%,1222907,15.3%,483278,403533,0,0,5824846,Unknown Library,7979209,0,0,3690355,0,0,0.462496,,0.946548
lib4670_C4W9KACXX,UNPAIRED,7329205,7329205,1,0,7329205,1,331524392,6163525,282856183,281502973,0,0.014689,0.004599,0.000039,49.315183,0,0,0,0.500515,0,0,,,,361441089,361431542,5183921,150796218,151336070,32144772,21971023,0,2112270,2101694,0.014343,0.417219,0.418713,0.088937,0.060789,0.835932,0.83591,0.501255,0.518528,0.534338,0.641419,0.737996,,,,7734442,7329208,94.8%,1165681,15.9%,536408,377952,0,0,5320814,Unknown Library,7329205,0,0,3148397,0,0,0.429569,,0.947606
lib4671_C4W9KACXX,UNPAIRED,8538777,8538777,1,0,8538777,1,387136972,7216167,332263142,330713875,0,0.015514,0.004309,0.00004,49.315058,0,0,0,0.500729,0,0,,,,421090281,421079302,4560910,180565526,167390296,41593588,26969397,0,2460462,2451191,0.010831,0.428816,0.397527,0.098779,0.064048,0.826343,0.826321,0.500944,0.466928,0.575321,0.606318,0.840708,,,,9015675,8538780,94.7%,1322611,15.5%,704655,428579,0,0,6317613,Unknown Library,8538777,0,0,3327238,0,0,0.389662,,0.947103
lib4672_C4W9KACXX,UNPAIRED,8278277,8278277,1,0,8278277,1,374908434,6978144,320254246,318763866,0,0.014148,0.004704,0.000043,49.318014,0,0,0,0.500539,0,0,,,,408268180,408257548,5523510,182702806,163722919,33613618,22695293,0,2430167,2424720,0.013529,0.447519,0.401029,0.082334,0.055591,0.848547,0.848525,0.500561,0.469069,0.574,0.590284,0.877746,,,,8747065,8278280,94.6%,1300134,15.7%,553342,419617,0,0,5798406,Unknown Library,8278277,0,0,3300991,0,0,0.398753,,0.946406
lib4673_C4W9KACXX,UNPAIRED,7469761,7469761,1,0,7469761,1,341049621,6307087,291677199,290291272,0,0.01316,0.004438,0.000044,49.31605,0,0,0,0.500375,0,0,,,,368379105,368368323,4994009,152307794,161334383,29336346,20396253,0,2173619,2160705,0.013557,0.413466,0.43797,0.079639,0.055369,0.851436,0.851411,0.50149,0.538361,0.447277,0.639674,0.650014,,,,7894539,7469764,94.6%,1162675,15.6%,488756,404186,0,0,5117228,Unknown Library,7469761,0,0,3204729,0,0,0.429027,,0.946193
lib4674_C4W9KACXX,UNPAIRED,8013079,8013079,1,0,8013079,1,366720124,6962312,322334062,320820887,0,0.011177,0.003809,0.00004,49.316417,0,0,0,0.500241,0,0,,,,395176342,395166335,3887321,172051062,155492380,43174264,20561673,0,2317306,2314224,0.009837,0.435389,0.393486,0.109256,0.052033,0.828875,0.828854,0.500333,0.452348,0.582652,0.588457,0.86691,,,,8470511,8013082,94.6%,1050768,13.1%,799979,383792,0,0,4607795,Unknown Library,8013079,0,0,2740715,0,0,0.34203,,0.945997
lib4675_C4W9KACXX,UNPAIRED,8366276,8366276,1,0,8366276,1,378109288,7099343,325453682,323889788,0,0.015051,0.004496,0.000042,49.307416,0,0,0,0.500817,0,0,,,,412519455,412509209,5439761,180585271,157400681,43783621,25300362,0,2390506,2384659,0.013187,0.437773,0.381569,0.10614,0.061333,0.819342,0.819321,0.500612,0.460508,0.586466,0.603693,0.880758,,,,8833285,8366279,94.7%,1266934,15.1%,759086,398913,0,0,5913782,Unknown Library,8366276,0,0,3140446,0,0,0.37537,,0.947131
lib4676_C4W9KACXX,UNPAIRED,8209500,8209500,1,0,8209500,1,373349361,7033107,323544044,322026145,0,0.011693,0.00414,0.000043,49.319264,0,0,0,0.500634,0,0,,,,404886497,404875152,4297283,176800256,166785257,36454906,20537875,0,2425565,2416693,0.010614,0.436678,0.411942,0.09004,0.050726,0.848621,0.848597,0.500916,0.476356,0.54885,0.60208,0.799308,,,,8670816,8209503,94.7%,1176394,14.3%,643366,425243,0,0,5045512,Unknown Library,8209500,0,0,3121837,0,0,0.380271,,0.946797
lib4677_C4W9KACXX,UNPAIRED,8053457,8053457,1,0,8053457,1,373226838,6840584,320064536,318532491,0,0.009924,0.003639,0.000037,49.314121,0,0,0,0.500388,0,0,,,,397149149,397139004,1660577,198569216,164841165,16479609,15588596,0,2544718,2531619,0.004181,0.499999,0.415072,0.041496,0.039252,0.915071,0.915048,0.50129,0.476037,0.596668,0.591846,0.903405,,,,8476727,8053460,95.0%,1212874,15.1%,228357,450697,0,0,4928036,Unknown Library,8053457,0,0,3369034,0,0,0.418334,,0.950067
lib4678_C4W9KACXX,UNPAIRED,7077949,7077949,1,0,7077949,1,325232985,5691016,265885324,264583337,0,0.016669,0.003841,0.00004,49.305262,0,0,0,0.500889,0,0,,,,348980129,348971085,1700818,154873777,151686336,18272212,22438110,0,2141077,2119692,0.004874,0.443801,0.434667,0.05236,0.064298,0.878469,0.878446,0.50251,0.535113,0.543762,0.604548,0.783527,,,,7507231,7077952,94.3%,1386934,19.6%,204394,395867,0,0,6489588,Unknown Library,7077949,0,0,3286051,0,0,0.464266,,0.942818
lib4679_C4W9KACXX,UNPAIRED,7501208,7501208,1,0,7501208,1,348071067,6340381,297169069,295738910,0,0.010712,0.004015,0.000038,49.312394,0,0,0,0.500299,0,0,,,,369902522,369892503,2036730,166831812,159670963,24491112,16862054,0,2268320,2261437,0.005506,0.451028,0.431669,0.066211,0.045586,0.882696,0.882672,0.50076,0.495858,0.559318,0.610476,0.821923,,,,7938531,7501211,94.5%,1160828,15.5%,405017,391295,0,0,4829318,Unknown Library,7501208,0,0,3089330,0,0,0.411844,,0.944911
lib4680_C5TTJACXX,UNPAIRED,7474944,7474944,1,0,7474944,1,348067728,6439905,302181451,300862000,0,0.008549,0.003628,0.000034,49.362725,0,0,0,0.500517,0,0,,,,368983602,368974991,1034854,181725681,145557535,26338301,14318730,0,2296680,2289596,0.002805,0.492515,0.394492,0.071382,0.038807,0.887007,0.886986,0.500772,0.472321,0.636555,0.632079,0.882075,,,,7869651,7474947,95.0%,1035040,13.8%,469918,384726,0,0,4125025,Unknown Library,7474944,0,0,2646496,0,0,0.354049,,0.949844
lib4681_C5TTJACXX,UNPAIRED,7728091,7728091,1,0,7728091,1,352863520,6426657,297909741,296593202,0,0.015573,0.004812,0.000041,49.35323,0,0,0,0.500602,0,0,,,,381406249,381396089,4110350,160463893,167477208,26416196,22928840,0,2265012,2250930,0.010777,0.420728,0.439116,0.069262,0.060118,0.859844,0.859821,0.501559,0.556122,0.451787,0.666599,0.627838,,,,8134147,7728094,95.0%,1301435,16.8%,393801,447107,0,0,5937756,Unknown Library,7728091,0,0,3435329,0,0,0.444525,,0.950080
lib4682_C5TTJACXX,UNPAIRED,7587539,7587539,1,0,7587539,1,344971959,6316217,291904034,290614267,0,0.017208,0.00468,0.000044,49.355857,0,0,0,0.500204,0,0,,,,374489493,374479750,4425266,154006558,156075736,34426135,25546453,0,2168598,2166470,0.011817,0.411255,0.41678,0.091931,0.068219,0.828035,0.828013,0.500245,0.505077,0.516439,0.643329,0.749476,,,,8008766,7587542,94.7%,1271323,16.8%,551319,391295,0,0,6156850,Unknown Library,7587539,0,0,3082095,0,0,0.406205,,0.947404
lib4683_C5TTJACXX,UNPAIRED,7656746,7656746,1,0,7656746,1,346571024,6320761,290758933,289470105,0,0.017492,0.005345,0.000046,49.351589,0,0,0,0.500264,0,0,,,,377872584,377862499,5322030,156191289,160028180,31316782,25004655,0,2208832,2194029,0.014085,0.413355,0.423509,0.082879,0.066174,0.836864,0.836842,0.501681,0.509596,0.498756,0.620104,0.726671,,,,8072831,7656749,94.8%,1335986,17.4%,485457,390814,0,0,6270852,Unknown Library,7656746,0,0,3224402,0,0,0.421119,,0.948459
lib4684_C5TTJACXX,UNPAIRED,7757546,7757546,1,0,7757546,1,353659198,6603471,305466528,304121074,0,0.014867,0.00485,0.000041,49.354209,0,0,0,0.500423,0,0,,,,382867549,382858467,4729994,162820245,156731483,35545827,23031342,0,2234703,2228113,0.012354,0.425275,0.409372,0.092843,0.060156,0.834647,0.834627,0.500738,0.474431,0.570452,0.600126,0.824249,,,,8182326,7757549,94.8%,1154076,14.9%,613494,377067,0,0,5354706,Unknown Library,7757546,0,0,3053310,0,0,0.393592,,0.948086
lib4685_C5TTJACXX,UNPAIRED,7992033,7992033,1,0,7992033,1,365849683,6974134,322354355,320912157,0,0.009848,0.00417,0.000041,49.358657,0,0,0,0.500777,0,0,,,,394476018,394466267,3871803,172216167,163625312,36993362,17759958,0,2356262,2333823,0.009815,0.43658,0.414802,0.093781,0.045023,0.851382,0.851361,0.502392,0.48181,0.524471,0.59877,0.801286,,,,8410634,7992036,95.0%,1017900,12.7%,682126,392959,0,0,4206617,Unknown Library,7992033,0,0,2995218,0,0,0.374775,,0.950230
lib4686_C5TTJACXX,UNPAIRED,8722875,8722875,1,0,8722875,1,394597515,7511006,344039322,342488397,0,0.012971,0.004838,0.000041,49.350997,0,0,0,0.50057,0,0,,,,430482582,430470926,6816564,188365736,177446938,35561231,22281041,0,2559688,2548265,0.015835,0.437581,0.412216,0.08261,0.05176,0.849796,0.849773,0.501118,0.47668,0.540417,0.620123,0.75583,,,,9187746,8722878,94.9%,1211870,13.9%,616853,435037,0,0,5301121,Unknown Library,8722875,0,0,3711604,0,0,0.425502,,0.949403
lib4687_C5TTJACXX,UNPAIRED,7621209,7621209,1,0,7621209,1,349864019,6462704,299842222,298505759,0,0.01142,0.00474,0.00004,49.356445,0,0,0,0.5006,0,0,,,,376155781,376145568,5161125,153138862,170476541,28976664,18392775,0,2246169,2226978,0.013721,0.407127,0.45322,0.077036,0.048898,0.860346,0.860323,0.502145,0.557197,0.449979,0.683934,0.562248,,,,8056645,7621212,94.6%,1158506,15.2%,498900,421628,0,0,4764344,Unknown Library,7621209,0,0,3351753,0,0,0.439793,,0.945953
lib4688_C5TTJACXX,UNPAIRED,5479120,5479120,1,0,5479120,1,251108001,4747163,219907141,218745615,0,0.01139,0.004958,0.000034,49.299551,0,0,0,0.50051,0,0,,,,270118155,270111929,2844127,116943515,116167199,21195092,12962220,0,1617027,1651943,0.010529,0.432945,0.430071,0.078468,0.047988,0.863015,0.862995,0.494659,0.63496,0.370152,0.595872,0.540118,,,,6020349,5479123,91.0%,731958,13.4%,382773,309275,0,0,3109565,Unknown Library,5479120,0,0,2421482,0,0,0.441947,,0.910100
lib4689_C5TTJACXX,UNPAIRED,7478589,7478589,1,0,7478589,1,340595037,6516594,300269474,298919875,0,0.012076,0.005009,0.000038,49.354744,0,0,0,0.500214,0,0,,,,369103846,369094545,5610832,161612797,147187379,35661420,19022647,0,2173891,2172647,0.015202,0.437863,0.39878,0.096619,0.051539,0.836642,0.836621,0.500143,0.451831,0.602138,0.629769,0.841436,,,,7908029,7478592,94.6%,961996,12.9%,655528,362466,0,0,4200554,Unknown Library,7478589,0,0,2763625,0,0,0.369538,,0.945696
lib4690_C5TTJACXX,UNPAIRED,7550074,7550074,1,0,7550074,1,345303623,6260892,291505020,290224722,0,0.018209,0.004406,0.000039,49.356345,0,0,0,0.500814,0,0,,,,372644058,372635166,3415909,153759811,151270833,36792082,27396842,0,2111217,2106208,0.009167,0.412628,0.405949,0.098735,0.073522,0.818577,0.818558,0.500594,0.501362,0.526831,0.625255,0.755358,,,,7966545,7550077,94.8%,1289183,17.1%,599592,391229,0,0,6429714,Unknown Library,7550074,0,0,2989046,0,0,0.395896,,0.947723
lib4691_C5TTJACXX,UNPAIRED,7996622,7996622,1,0,7996622,1,366330251,6871077,318999182,317582691,0,0.013961,0.004669,0.000042,49.355378,0,0,0,0.500633,0,0,,,,394676298,394666371,3704848,168207503,155970979,43467519,23315877,0,2282813,2273637,0.009387,0.426202,0.395197,0.110137,0.059077,0.821399,0.821378,0.501007,0.451948,0.586997,0.62564,0.826683,,,,8452256,7996625,94.6%,1125546,14.1%,782910,381375,0,0,5228836,Unknown Library,7996622,0,0,2900903,0,0,0.362766,,0.946093
lib4692_C5TTJACXX,UNPAIRED,7933029,7933029,1,0,7933029,1,361730422,6869728,317042536,315637987,0,0.012582,0.004554,0.000035,49.356533,0,0,0,0.500153,0,0,,,,391546808,391537786,4546818,168207980,148470256,48219104,22094066,0,2242287,2239344,0.011613,0.429609,0.379198,0.123153,0.056429,0.808806,0.808788,0.500328,0.441003,0.64205,0.635621,0.896246,,,,8396216,7933032,94.5%,1063302,13.4%,897583,370045,0,0,4801002,Unknown Library,7933029,0,0,2657601,0,0,0.335005,,0.944834
lib4693_C5TTJACXX,UNPAIRED,7627295,7627295,1,0,7627295,1,354037880,6746919,315472379,314062840,0,0.007476,0.004033,0.000039,49.361356,0,0,0,0.500106,0,0,,,,376493627,376483680,2888858,166291017,162143532,31326582,13833982,0,2281000,2271314,0.007673,0.441695,0.430679,0.083208,0.036745,0.872374,0.872351,0.501064,0.482927,0.533968,0.613333,0.786125,,,,8059880,7627298,94.6%,880377,11.5%,597757,399349,0,0,3334840,Unknown Library,7627295,0,0,2931532,0,0,0.384348,,0.946329
lib4694_C5TTJACXX,UNPAIRED,9141608,9141608,1,0,9141608,1,424506184,7679806,360271501,358669567,0,0.011197,0.003814,0.000037,49.355377,0,0,0,0.500998,0,0,,,,451187513,451176413,1758195,223716441,182516949,22741546,20443452,0,2823284,2819273,0.003897,0.495851,0.404536,0.050405,0.045311,0.900387,0.900365,0.500355,0.476806,0.616899,0.592291,0.913791,,,,9609444,9141611,95.1%,1461803,16.0%,340174,488022,0,0,6187011,Unknown Library,9141608,0,0,3883494,0,0,0.424815,,0.951315
lib4695_C5TTJACXX,UNPAIRED,8785541,8785541,1,0,8785541,1,408230573,7343383,344223263,342661722,0,0.009689,0.003936,0.000039,49.357375,0,0,0,0.50052,0,0,,,,433631242,433619187,1898755,200986868,192318890,20886384,17528475,0,2722308,2717889,0.004379,0.46351,0.44352,0.048168,0.040424,0.90703,0.907005,0.500406,0.510067,0.530475,0.591424,0.808947,,,,9248457,8785544,95.0%,1442159,16.4%,312029,468615,0,0,5709708,Unknown Library,8785541,0,0,4037256,0,0,0.459534,,0.949947
lib4696_C64RUACXX,UNPAIRED,7435885,7435885,1,0,7435885,1,338154385,6363405,292440099,289980413,0,0.011433,0.005025,0.000041,49.197916,0,0,0,0.500719,0,0,,,,365830046,365820268,4636518,151163451,163458936,29096803,17464999,0,2195611,2178473,0.012674,0.413218,0.446829,0.079539,0.047742,0.860046,0.860023,0.501959,0.548759,0.444798,0.685166,0.581227,,,,7889454,7435888,94.3%,1072481,14.4%,512969,407643,0,0,4417816,Unknown Library,7435885,0,0,3056026,0,0,0.410983,,0.942509
lib4697_C64RUACXX,UNPAIRED,12078795,12078795,1,0,12078795,1,544435434,10323539,470768320,466813483,0,0.012671,0.005208,0.000043,49.194189,0,0,0,0.500567,0,0,,,,594206529,594189419,9372877,254685681,252167832,48031051,29932842,0,3575502,3548950,0.015774,0.428627,0.42439,0.080835,0.050376,0.853017,0.852992,0.501863,0.489184,0.513613,0.62171,0.735261,,,,12825407,12078798,94.2%,1755257,14.5%,830987,635386,0,0,7474399,Unknown Library,12078795,0,0,5441776,0,0,0.450523,,0.941786
lib4698_C64RUACXX,UNPAIRED,10092818,10092818,1,0,10092818,1,462487204,8762465,405733320,402410261,0,0.010725,0.004563,0.00004,49.205223,0,0,0,0.500186,0,0,,,,496619362,496606063,5018334,209092641,208360739,49783480,24351335,0,2934475,2924399,0.010105,0.421043,0.419569,0.100247,0.049036,0.840613,0.84059,0.50086,0.480079,0.519541,0.608521,0.769799,,,,10676844,10092821,94.5%,1330354,13.2%,933476,503110,0,0,5615489,Unknown Library,10092818,0,0,3915853,0,0,0.387984,,0.945300
lib4699_C64RUACXX,UNPAIRED,3741373,3741373,1,0,3741373,1,171432059,3151225,145877743,144673421,0,0.011323,0.00486,0.000038,49.202674,0,0,0,0.500612,0,0,,,,184085557,184081003,2188399,76660365,85303307,11502250,8426897,0,1121748,1114271,0.011888,0.416449,0.463401,0.062485,0.045778,0.87985,0.879828,0.501672,0.571948,0.412177,0.654535,0.587102,,,,4002378,3741376,93.5%,590149,15.8%,185664,210218,0,0,2403005,Unknown Library,3741373,0,0,1299479,0,0,0.347327,,0.934788
lib4700_C64RUACXX,UNPAIRED,4238603,4238603,1,0,4238603,1,194619081,3564251,165530288,164172184,0,0.012156,0.004559,0.000039,49.205874,0,0,0,0.50073,0,0,,,,208564165,208559185,1722216,85923388,95814714,14564870,10534147,0,1269623,1257723,0.008258,0.411986,0.459413,0.069836,0.050509,0.871398,0.871377,0.502354,0.564675,0.43527,0.665529,0.581033,,,,4525081,4238606,93.7%,674353,15.9%,239367,235673,0,0,2855458,Unknown Library,4238603,0,0,1482816,0,0,0.349836,,0.936691
lib4701_C64RUACXX,UNPAIRED,4968594,4968594,1,0,4968594,1,230176877,4200454,196302091,194705632,0,0.010069,0.004427,0.000034,49.208265,0,0,0,0.500087,0,0,,,,244495889,244490160,1209689,112656678,105464513,14953023,10206372,0,1524675,1509169,0.004948,0.460782,0.431365,0.06116,0.041746,0.892147,0.892126,0.502556,0.507478,0.549627,0.6061,0.813696,,,,5277122,4968597,94.2%,768141,15.5%,248955,255831,0,0,3088925,Unknown Library,4968594,0,0,1730783,0,0,0.348345,,0.941535
lib4702_C64RUACXX,UNPAIRED,3975182,3975182,1,0,3975182,1,183135076,3336797,155410422,154157236,0,0.012035,0.004252,0.000031,49.213278,0,0,0,0.500542,0,0,,,,195631738,195627473,929691,94491517,80530562,10550045,9125755,0,1233739,1228170,0.004752,0.483018,0.411653,0.053929,0.046649,0.89467,0.894651,0.501131,0.508803,0.5704,0.604013,0.85624,,,,4223089,3975185,94.1%,638386,16.1%,155865,208221,0,0,2724110,Unknown Library,3975182,0,0,1302953,0,0,0.327772,,0.941297
lib4703_C64RUACXX,UNPAIRED,3304216,3304216,1,0,3304216,1,150830448,2611847,121805540,120797529,0,0.021679,0.004518,0.000034,49.175081,0,0,0,0.500458,0,0,,,,162485090,162481470,698680,70661182,69364256,9123212,12634218,0,980458,968649,0.0043,0.434888,0.426906,0.056149,0.077758,0.861793,0.861774,0.503029,0.550371,0.526165,0.607106,0.759839,,,,3553708,3304219,93.0%,692370,21.0%,90083,176944,0,0,3477049,Unknown Library,3304216,0,0,1188290,0,0,0.359628,,0.929794
lib4704_C64RUACXX,UNPAIRED,16726929,16726929,1,0,16726929,1,766633233,14829224,685239507,679619536,0,0.008837,0.004598,0.000038,49.205023,0,0,0,0.500298,0,0,,,,823048923,823027350,7485554,377629995,306491944,97170744,34249812,0,4881911,4859906,0.009095,0.45883,0.372396,0.118065,0.041614,0.831226,0.831204,0.501129,0.416316,0.664882,0.697804,0.894931,,,,17681655,16726932,94.6%,1897706,11.3%,1888419,776582,0,0,7582290,Unknown Library,16726929,0,0,6587284,0,0,0.393813,,0.946005
lib4705_C64RUACXX,UNPAIRED,13270042,13270042,1,0,13270042,1,611311451,11788625,547590993,542955086,0,0.008747,0.004387,0.00004,49.200201,0,0,0,0.499969,0,0,,,,652888736,652870088,5862864,288337077,263928402,67619616,27122730,0,3886854,3855184,0.00898,0.441645,0.404259,0.103573,0.041544,0.845904,0.84588,0.502045,0.450528,0.568675,0.61204,0.821436,,,,14031398,13270045,94.6%,1481418,11.2%,1312986,632473,0,0,5961771,Unknown Library,13270042,0,0,5347506,0,0,0.402976,,0.945739
lib4706_C64RUACXX,UNPAIRED,10821709,10821709,1,0,10821709,1,501109741,9383939,438892634,435254111,0,0.010678,0.004237,0.000035,49.198721,0,0,0,0.500114,0,0,,,,532414244,532401853,2852185,252599760,209066392,43553023,24330792,0,3275442,3250940,0.005357,0.474453,0.392685,0.081805,0.0457,0.867139,0.867118,0.501877,0.437869,0.638452,0.635225,0.943771,,,,11479158,10821712,94.3%,1437771,13.3%,787650,530284,0,0,6138520,Unknown Library,10821709,0,0,4181646,0,0,0.386413,,0.942727
lib4707_C64RUACXX,UNPAIRED,10421751,10421751,1,0,10421751,1,474539452,8752742,404601016,401255765,0,0.015538,0.004868,0.000043,49.193501,0,0,0,0.500305,0,0,,,,512682415,512667876,6238853,203638567,227873210,42997151,31920682,0,3003118,2983957,0.012169,0.397213,0.444485,0.083869,0.062264,0.841698,0.841675,0.5016,0.54509,0.431706,0.671269,0.58658,,,,11047669,10421754,94.3%,1669010,16.0%,707174,548671,0,0,7779745,Unknown Library,10421751,0,0,4890435,0,0,0.469253,,0.943344
lib4708_C64RUACXX,UNPAIRED,6250155,6250155,1,0,6250155,1,284136629,5230216,240858040,238839221,0,0.013693,0.005061,0.000041,49.196244,0,0,0,0.500709,0,0,,,,307484151,307476004,4018600,127790834,136682363,22451972,16532585,0,1839674,1833218,0.01307,0.415612,0.44453,0.07302,0.053769,0.860143,0.86012,0.500879,0.543092,0.439396,0.670841,0.598599,,,,6704280,6250158,93.2%,1019940,16.3%,360251,338434,0,0,4425014,Unknown Library,6250155,0,0,2523392,0,0,0.403733,,0.932263
lib4709_C64RUACXX,UNPAIRED,3234426,3234426,1,0,3234426,1,148446020,2678841,125575876,124534306,0,0.020253,0.004688,0.000042,49.17789,0,0,0,0.500066,0,0,,,,159062246,159058339,1719267,58984494,71428532,13832138,13094034,0,877669,871135,0.010809,0.370836,0.449071,0.086963,0.082322,0.819907,0.819887,0.501868,0.635869,0.332693,0.768412,0.402594,,,,3584198,3234429,90.2%,555586,17.2%,215783,156333,0,0,2946883,Unknown Library,3234426,0,0,1253683,0,0,0.387606,,0.902413
