libId,CATEGORY,TOTAL_READS,PF_READS,PCT_PF_READS,PF_NOISE_READS,PF_READS_ALIGNED,PCT_PF_READS_ALIGNED,PF_ALIGNED_BASES,PF_HQ_ALIGNED_READS,PF_HQ_ALIGNED_BASES,PF_HQ_ALIGNED_Q20_BASES,PF_HQ_MEDIAN_MISMATCHES,PF_MISMATCH_RATE,PF_HQ_ERROR_RATE,PF_INDEL_RATE,MEAN_READ_LENGTH,READS_ALIGNED_IN_PAIRS,PCT_READS_ALIGNED_IN_PAIRS,BAD_CYCLES,STRAND_BALANCE,PCT_CHIMERAS,PCT_ADAPTER,SAMPLE,LIBRARY,READ_GROUP,PF_BASES,PF_ALIGNED_BASES,RIBOSOMAL_BASES,CODING_BASES,UTR_BASES,INTRONIC_BASES,INTERGENIC_BASES,IGNORED_READS,CORRECT_STRAND_READS,INCORRECT_STRAND_READS,PCT_RIBOSOMAL_BASES,PCT_CODING_BASES,PCT_UTR_BASES,PCT_INTRONIC_BASES,PCT_INTERGENIC_BASES,PCT_MRNA_BASES,PCT_USABLE_BASES,PCT_CORRECT_STRAND_READS,MEDIAN_CV_COVERAGE,MEDIAN_5PRIME_BIAS,MEDIAN_3PRIME_BIAS,MEDIAN_5PRIME_TO_3PRIME_BIAS,SAMPLE,LIBRARY,READ_GROUP,fastq_total_reads,reads_aligned_sam,aligned,reads_with_mult_align,algn_seg_with_mult_algn,no_feature,ambiguous,too_low_aQual,not_aligned,alignment_not_unique,LIBRARY,UNPAIRED_READS_EXAMINED,READ_PAIRS_EXAMINED,UNMAPPED_READS,UNPAIRED_READ_DUPLICATES,READ_PAIR_DUPLICATES,READ_PAIR_OPTICAL_DUPLICATES,PERCENT_DUPLICATION,ESTIMATED_LIBRARY_SIZE,mapped_reads_w_dups
lib4789_C5TTJACXX,UNPAIRED,7458557,7458557,1,0,7458557,1,346253017,6559221,306664361,305162308,0,0.007771,0.004074,0.000039,49.344663,0,0,0,0.50074,0,0,,,,368039985,368030051,3274898,166035765,160003117,25638685,13077926,0,2258958,2244908,0.008898,0.451147,0.434756,0.069665,0.035535,0.885903,0.885879,0.50156,0.491073,0.51658,0.630627,0.744672,,,,7846699,7458560,95.1%,899337,12.1%,476056,388555,0,0,3413928,Unknown Library,7458557,0,0,2895652,0,0,0.388232,,0.950534
lib4790_C5TTJACXX,UNPAIRED,7951836,7951836,1,0,7951836,1,363174039,6881130,317457202,315857498,0,0.010877,0.004806,0.000039,49.33288,0,0,0,0.500476,0,0,,,,392286973,392276492,5311473,162680955,169397456,36064422,18822647,0,2321192,2316990,0.01354,0.41471,0.431832,0.091936,0.047983,0.846542,0.846519,0.500453,0.498906,0.509759,0.648063,0.724692,,,,8397813,7951839,94.7%,1070707,13.5%,660176,409058,0,0,4469068,Unknown Library,7951836,0,0,3108264,0,0,0.390886,,0.946894
lib4791_C5TTJACXX,UNPAIRED,5848106,5848106,1,0,5848106,1,264971255,4548033,211091550,209993681,0,0.02474,0.005009,0.000045,49.303628,0,0,0,0.500288,0,0,,,,288332845,288324123,4225886,90742674,138651755,26950847,27753230,0,1581663,1567776,0.014657,0.314725,0.480888,0.093474,0.096257,0.795613,0.795589,0.502205,0.760488,0.23922,0.893561,0.237355,,,,6244831,5848109,93.6%,1300074,22.2%,374254,324351,0,0,6721889,Unknown Library,5848106,0,0,2944703,0,0,0.503531,,0.936471
lib4792_C4W9KACXX,UNPAIRED,7350134,7350134,1,0,7350134,1,340305541,6397445,297872088,295979309,0,0.006869,0.004059,0.000034,49.281402,0,0,0,0.500853,0,0,,,,362224912,362216247,2352579,177334824,152897341,18694637,10937084,0,2317176,2332893,0.006495,0.489583,0.422116,0.051612,0.030195,0.911699,0.911677,0.49831,0.470539,0.600826,0.59288,0.915097,,,,8004355,7350137,91.8%,952690,13.0%,331133,393907,0,0,3425384,Unknown Library,7350134,0,0,2794602,0,0,0.380211,,0.918267
lib4793_C4W9KACXX,UNPAIRED,7103933,7103933,1,0,7103933,1,329571996,6115915,286201080,284196983,0,0.009297,0.003878,0.000028,49.250168,0,0,0,0.500269,0,0,,,,349869891,349863406,1717337,167044573,138602467,27993740,14505431,0,2163283,2150566,0.004909,0.477457,0.396162,0.080013,0.04146,0.873618,0.873602,0.501474,0.48837,0.620531,0.549335,0.904424,,,,7591670,7103936,93.6%,988019,13.9%,498763,392802,0,0,4024780,Unknown Library,7103933,0,0,2638349,0,0,0.371393,,0.935754
lib4794_C4W9KACXX,UNPAIRED,6244215,6244215,1,0,6244215,1,275345208,4258626,197441360,196201422,0,0.050214,0.004644,0.000038,49.208008,0,0,0,0.499063,0,0,,,,307265379,307258551,2708944,113785146,103167347,33972823,53624561,0,1519763,1514582,0.008816,0.370324,0.335767,0.110568,0.174526,0.706091,0.706075,0.500854,0.506966,0.552251,0.60639,0.842086,,,,6584150,6244218,94.8%,1985590,31.8%,293685,269460,0,0,12655282,Unknown Library,6244215,0,0,3045132,0,0,0.487673,,0.948371
lib4795_C4W9KACXX,UNPAIRED,7702849,7702849,1,0,7702849,1,357611890,6657065,311324895,309327070,0,0.007725,0.003689,0.000034,49.279579,0,0,0,0.500499,0,0,,,,379593155,379583938,1868532,180355015,158712538,24894900,13753155,0,2380632,2383712,0.004923,0.475139,0.418122,0.065585,0.036232,0.893261,0.893239,0.499677,0.476528,0.591837,0.579529,0.87897,,,,8113329,7702852,94.9%,1045785,13.6%,445583,406325,0,0,4005467,Unknown Library,7702849,0,0,2827337,0,0,0.367051,,0.949407
lib4796_C4W9KACXX,UNPAIRED,7795756,7795756,1,0,7795756,1,353329716,6483634,298236862,296343111,0,0.014988,0.004487,0.00004,49.26869,0,0,0,0.500474,0,0,,,,384086682,384076019,4317500,155083681,170479489,30727829,23467887,0,2264614,2252515,0.011241,0.403784,0.443869,0.080005,0.061102,0.847653,0.847629,0.501339,0.542928,0.444338,0.686189,0.598656,,,,8230319,7795759,94.7%,1312123,16.8%,491830,409358,0,0,5961414,Unknown Library,7795756,0,0,3491982,0,0,0.447934,,0.947200
lib4797_C4W9KACXX,UNPAIRED,8332559,8332559,1,0,8332559,1,390176482,7413466,348882447,346738147,0,0.005596,0.003697,0.000036,49.294099,0,0,0,0.500544,0,0,,,,410745991,410735795,2388929,187510338,178677517,29841666,12317564,0,2504716,2503926,0.005816,0.456523,0.435018,0.072654,0.029989,0.891541,0.891519,0.500079,0.4828,0.519455,0.621724,0.742561,,,,8812744,8332562,94.6%,919094,11.0%,581723,456183,0,0,3233329,Unknown Library,8332559,0,0,3294367,0,0,0.395361,,0.945512
lib4798_C4W9KACXX,UNPAIRED,8485097,8485097,1,0,8485097,1,391775714,7394332,344463262,342236913,0,0.00875,0.003533,0.000033,49.269447,0,0,0,0.500427,0,0,,,,418056040,418046516,1852131,200109643,168676020,30734503,16674377,0,2603513,2603303,0.00443,0.478678,0.403486,0.073519,0.039886,0.882164,0.882144,0.50002,0.452952,0.587528,0.588196,0.86049,,,,8944621,8485100,94.9%,1090766,12.9%,549225,444695,0,0,4400091,Unknown Library,8485097,0,0,3204440,0,0,0.377655,,0.948626
lib4799_C4W9KACXX,UNPAIRED,7661614,7661614,1,0,7661614,1,351856537,6474330,300714982,298804327,0,0.011849,0.004361,0.000038,49.271643,0,0,0,0.500598,0,0,,,,377500308,377490191,4136356,157365512,168665301,28120643,19202794,0,2266738,2259349,0.010958,0.416873,0.446807,0.074494,0.05087,0.86368,0.863657,0.500816,0.526051,0.479638,0.640093,0.694164,,,,8106098,7661617,94.5%,1187285,15.5%,473601,420216,0,0,5067690,Unknown Library,7661614,0,0,3217684,0,0,0.419975,,0.945167
lib4800_C4W9KACXX,UNPAIRED,8270295,8270295,1,0,8270295,1,378904268,7250427,334919333,332750632,0,0.008545,0.004459,0.000036,49.279337,0,0,0,0.500904,0,0,,,,407554658,407544377,5399016,180165758,171574248,34438022,15967828,0,2468772,2451622,0.013248,0.442076,0.420995,0.084501,0.039181,0.863072,0.86305,0.501743,0.479995,0.538262,0.605739,0.78688,,,,8716881,8270298,94.9%,1019869,12.3%,641377,422585,0,0,3953856,Unknown Library,8270295,0,0,3187981,0,0,0.385474,,0.948768
lib4801_C4W9KACXX,UNPAIRED,6811036,6811036,1,0,6811036,1,310914666,5895878,272099188,270462440,0,0.011414,0.004832,0.000039,49.288956,0,0,0,0.500788,0,0,,,,335708852,335699786,4657376,139281465,143823672,30883309,17054378,0,1977631,1964233,0.013874,0.414899,0.428429,0.091997,0.050802,0.843328,0.843306,0.501699,0.496353,0.529808,0.659265,0.734166,,,,7228690,6811039,94.2%,915159,13.4%,568200,342695,0,0,3866765,Unknown Library,6811036,0,0,2579569,0,0,0.378734,,0.942223
lib4802_C4W9KACXX,UNPAIRED,8080705,8080705,1,0,8080705,1,371505200,7056247,328036801,326020948,0,0.011393,0.00439,0.000039,49.281994,0,0,0,0.500756,0,0,,,,398233256,398223285,4122480,179241613,159089269,35753930,20016365,0,2367882,2362171,0.010352,0.450103,0.399498,0.089784,0.050264,0.849601,0.84958,0.500604,0.458618,0.579693,0.601234,0.84362,,,,8529628,8080708,94.7%,1024459,12.7%,657478,400024,0,0,4530052,Unknown Library,8080705,0,0,3120122,0,0,0.38612,,0.947369
lib4803_C4W9KACXX,UNPAIRED,7933974,7933974,1,0,7933974,1,368028161,7069293,330310493,328107289,0,0.007652,0.003883,0.000032,49.271331,0,0,0,0.50021,0,0,,,,390917459,390908741,2912410,185242454,156631272,32037549,14085302,0,2403002,2393198,0.00745,0.473876,0.400685,0.081957,0.036032,0.874561,0.874542,0.501022,0.450906,0.570957,0.615877,0.836616,,,,8398643,7933977,94.5%,864682,10.9%,609167,409635,0,0,3368019,Unknown Library,7933974,0,0,2902805,0,0,0.36587,,0.944673
lib4804_C4W9KACXX,UNPAIRED,7601218,7601218,1,0,7601218,1,349592550,6560542,304916850,302925852,0,0.010821,0.004088,0.000034,49.264785,0,0,0,0.500097,0,0,,,,374472368,374463658,3284550,166908844,159082871,28032265,17155399,0,2286146,2277074,0.008771,0.445728,0.424829,0.07486,0.045813,0.870556,0.870536,0.500994,0.495148,0.517237,0.618181,0.752823,,,,8101495,7601221,93.8%,1040677,13.7%,484737,411481,0,0,4376830,Unknown Library,7601218,0,0,3035328,0,0,0.399321,,0.938249
lib4805_C4W9KACXX,UNPAIRED,7973171,7973171,1,0,7973171,1,367941454,6852429,318991835,316975325,0,0.009254,0.004308,0.000037,49.280883,0,0,0,0.500623,0,0,,,,392924906,392914848,3985017,168412188,177233470,27074045,16210480,0,2405924,2399491,0.010142,0.428623,0.451073,0.068906,0.041257,0.879696,0.879674,0.500669,0.537215,0.462129,0.642821,0.652021,,,,8415334,7973174,94.7%,1120743,14.1%,474787,444502,0,0,4386533,Unknown Library,7973171,0,0,3351699,0,0,0.420372,,0.947457
lib4806_C4W9KACXX,UNPAIRED,8457961,8457961,1,0,8457961,1,392730398,7424403,347527596,345286884,0,0.008338,0.003925,0.000037,49.281923,0,0,0,0.50065,0,0,,,,416824580,416814113,3330377,186420961,175203973,34922374,16936754,0,2500965,2491971,0.00799,0.447252,0.420341,0.083784,0.040634,0.867593,0.867571,0.500901,0.476895,0.54989,0.605617,0.834804,,,,8945300,8457964,94.6%,1033559,12.2%,660557,441446,0,0,4094632,Unknown Library,8457961,0,0,3305021,0,0,0.390759,,0.945520
lib4807_C4W9KACXX,UNPAIRED,1318325,1318325,1,0,1318325,1,61135171,1180898,55077648,54750184,0,0.005899,0.003779,0.000028,49.295657,0,0,0,0.500928,0,0,,,,64987697,64986406,487164,27476336,28658457,6143942,2220538,0,393456,389574,0.007496,0.422801,0.440992,0.094542,0.034169,0.863793,0.863776,0.502479,0.593165,0.476315,0.653915,0.675347,,,,1442957,1318328,91.4%,137428,10.4%,122580,66708,0,0,491695,Unknown Library,1318325,0,0,254497,0,0,0.193046,,0.913627
lib4808_C5TTJACXX,UNPAIRED,8125801,8125801,1,0,8125801,1,373782007,6871256,319960556,318713097,0,0.013033,0.004674,0.000035,49.383552,0,0,0,0.500407,0,0,,,,401280913,401271889,4040798,193756137,162023209,21860518,19591647,0,2483726,2469400,0.01007,0.482855,0.403774,0.054478,0.048824,0.886629,0.886609,0.501446,0.479963,0.627179,0.57748,0.999519,,,,8558606,8125804,94.9%,1254546,15.4%,323547,427100,0,0,5439538,Unknown Library,8125801,0,0,3659165,0,0,0.450314,,0.949430
lib4809_C5TTJACXX,UNPAIRED,5785066,5785066,1,0,5785066,1,264850845,4538402,213031862,212054578,0,0.025403,0.004239,0.000032,49.320928,0,0,0,0.501564,0,0,,,,285324823,285318652,997149,132246124,107687662,18539753,25848033,0,1682185,1692158,0.003495,0.463503,0.377429,0.064979,0.090594,0.840933,0.840915,0.498522,0.593321,0.535454,0.520341,0.893212,,,,6347373,5785069,91.1%,1246665,21.5%,195791,318903,0,0,6725550,Unknown Library,5785066,0,0,2725881,0,0,0.471193,,0.911411
lib4810_C5TTJACXX,UNPAIRED,6417977,6417977,1,0,6417977,1,291145093,5090170,236914805,235868854,0,0.026102,0.004739,0.000037,49.325741,0,0,0,0.500808,0,0,,,,316571471,316564208,2437043,130935438,123818091,29162459,30211375,0,1781352,1800349,0.007698,0.413614,0.391131,0.092122,0.095435,0.804745,0.804727,0.497348,0.624731,0.421871,0.588275,0.641853,,,,7018970,6417980,91.4%,1327808,20.7%,400828,360256,0,0,7259599,Unknown Library,6417977,0,0,3023611,0,0,0.471116,,0.914376
lib4811_C5TTJACXX,UNPAIRED,6413422,6413422,1,0,6413422,1,296978345,5355760,252192775,251044064,0,0.017253,0.004005,0.000031,49.327148,0,0,0,0.500183,0,0,,,,316355816,316349530,1106800,149224644,118627417,26187394,21203337,0,1869747,1903877,0.003499,0.471708,0.374988,0.08278,0.067025,0.846697,0.84668,0.495478,0.567754,0.543505,0.57923,0.878319,,,,6994840,6413425,91.7%,1057663,16.5%,411949,332839,0,0,5303256,Unknown Library,6413422,0,0,2561541,0,0,0.399403,,0.916879
lib4812_C5TTJACXX,UNPAIRED,7989026,7989026,1,0,7989026,1,368140945,6917588,322845032,321619696,0,0.012859,0.004234,0.000035,49.383322,0,0,0,0.500142,0,0,,,,394524642,394515641,3794093,183978963,146148910,39137142,21456917,0,2327678,2323904,0.009617,0.466341,0.370451,0.099203,0.054388,0.836793,0.836774,0.500406,0.434982,0.687856,0.66251,0.945111,,,,8418730,7989029,94.9%,1071439,13.4%,699589,389639,0,0,4921245,Unknown Library,7989026,0,0,2832286,0,0,0.354522,,0.948959
lib4813_C5TTJACXX,UNPAIRED,7453013,7453013,1,0,7453013,1,336944314,6125122,282528251,281320682,0,0.020665,0.00472,0.000033,49.353656,0,0,0,0.500536,0,0,,,,367833437,367826083,3937463,163799890,134417677,36937786,28733590,0,2116456,2102899,0.010705,0.445319,0.365438,0.100422,0.078117,0.810757,0.810741,0.501607,0.517454,0.571297,0.555954,0.86332,,,,8018063,7453016,93.0%,1327892,17.8%,577051,389428,0,0,6842443,Unknown Library,7453013,0,0,3128715,0,0,0.419792,,0.929528
lib4814_C5TTJACXX,UNPAIRED,6894617,6894617,1,0,6894617,1,313948575,5509373,257661888,256580521,0,0.02646,0.004131,0.000037,49.352871,0,0,0,0.500298,0,0,,,,340269141,340262064,2229964,145465083,120513253,37503861,34550022,0,1883055,1870759,0.006554,0.427509,0.354178,0.110221,0.101539,0.781687,0.78167,0.501638,0.51531,0.566521,0.579502,0.885935,,,,7432322,6894620,92.8%,1385245,20.1%,554611,334733,0,0,7949463,Unknown Library,6894617,0,0,2880608,0,0,0.417805,,0.927653
lib4815_C5TTJACXX,UNPAIRED,8670971,8670971,1,0,8670971,1,390213241,6996229,322087460,320808066,0,0.023761,0.004635,0.000035,49.370502,0,0,0,0.500823,0,0,,,,428090194,428081276,4911489,188065470,154721812,42369901,38013008,0,2433299,2409630,0.011473,0.439322,0.361431,0.098976,0.088799,0.800753,0.800736,0.502444,0.481616,0.615535,0.570095,0.902023,,,,9198022,8670974,94.3%,1674743,19.3%,615287,424660,0,0,9032226,Unknown Library,8670971,0,0,3754518,0,0,0.432999,,0.942700
lib4816_C5TTJACXX,UNPAIRED,8816517,8816517,1,0,8816517,1,404786837,7581278,352923858,351603319,0,0.013835,0.00408,0.000035,49.386505,0,0,0,0.500472,0,0,,,,435416960,435407018,3700479,185313420,170285092,49540487,26567846,0,2497161,2491703,0.008499,0.42561,0.391094,0.11378,0.061018,0.816704,0.816685,0.500547,0.467545,0.58257,0.616794,0.857396,,,,9306591,8816520,94.7%,1235240,14.0%,891867,426500,0,0,5877431,Unknown Library,8816517,0,0,3363427,0,0,0.381492,,0.947341
lib4817_C5TTJACXX,UNPAIRED,6188902,6188902,1,0,6188902,1,286616563,5267064,247264574,246148306,0,0.01451,0.004207,0.000029,49.325656,0,0,0,0.500284,0,0,,,,305271651,305265671,1318632,144991644,115772573,25703599,17479293,0,1830524,1872680,0.00432,0.474969,0.379252,0.084201,0.057259,0.854221,0.854204,0.494308,0.572838,0.530291,0.591873,0.849151,,,,6774867,6188905,91.4%,921839,14.9%,431971,333285,0,0,4364067,Unknown Library,6188902,0,0,2361868,0,0,0.38163,,0.913509
lib4818_C5TTJACXX,UNPAIRED,6902257,6902257,1,0,6902257,1,318978407,5976169,279190621,277936184,0,0.011641,0.004358,0.00003,49.333337,0,0,0,0.499874,0,0,,,,340511370,340504460,2221955,162904651,129214799,29782037,16381212,0,2057593,2091088,0.006525,0.478421,0.37948,0.087464,0.048109,0.857902,0.857885,0.495963,0.564619,0.531371,0.593183,0.85245,,,,7532076,6902260,91.6%,926089,13.4%,533231,368655,0,0,4043253,Unknown Library,6902257,0,0,2624302,0,0,0.380209,,0.916382
lib4819_C5TTJACXX,UNPAIRED,7686239,7686239,1,0,7686239,1,355095832,6565665,307130523,305790590,0,0.013495,0.004165,0.000033,49.349013,0,0,0,0.500309,0,0,,,,379308305,379300411,1822623,179859427,141240957,35460063,20917467,0,2245665,2270795,0.004805,0.474187,0.372372,0.093488,0.055147,0.84656,0.846542,0.497218,0.562198,0.517177,0.579367,0.834996,,,,8347208,7686242,92.1%,1120575,14.6%,619440,401549,0,0,5155840,Unknown Library,7686239,0,0,3050772,0,0,0.396913,,0.920816
lib4820_C5TTJACXX,UNPAIRED,8848375,8848375,1,0,8848375,1,403463356,7242568,336458075,335175190,0,0.019376,0.004734,0.000049,49.37658,0,0,0,0.500718,0,0,,,,436902497,436891755,4743390,192024916,174056612,34495365,31571960,0,2549135,2541594,0.010857,0.439525,0.398398,0.078956,0.072265,0.837923,0.837902,0.500741,0.482309,0.554064,0.594194,0.819701,,,,9364974,8848378,94.5%,1605808,18.1%,497973,451617,0,0,7966269,Unknown Library,8848375,0,0,3967486,0,0,0.448386,,0.944837
lib4821_C5TTJACXX,UNPAIRED,7379889,7379889,1,0,7379889,1,335384367,5700104,266200108,265066328,0,0.0277,0.004302,0.000034,49.337566,0,0,0,0.500546,0,0,,,,364105762,364097945,2846629,157970535,137327129,29219659,36734238,0,2070412,2054601,0.007818,0.433868,0.377171,0.080252,0.100891,0.811039,0.811022,0.501916,0.546647,0.500552,0.546728,0.799908,,,,7940816,7379892,92.9%,1679786,22.8%,350439,367568,0,0,9161036,Unknown Library,7379889,0,0,3657851,0,0,0.495651,,0.929362
lib4822_C5TTJACXX,UNPAIRED,7025746,7025746,1,0,7025746,1,320290213,5754518,267867194,266683829,0,0.021532,0.004695,0.000034,49.333614,0,0,0,0.500467,0,0,,,,346605442,346598445,3429135,158801418,128128616,28792440,27447111,0,2012611,1999756,0.009894,0.458171,0.369675,0.083071,0.07919,0.827846,0.827829,0.501602,0.514235,0.564939,0.546753,0.89989,,,,7596163,7025749,92.5%,1271229,18.1%,420409,356399,0,0,6643336,Unknown Library,7025746,0,0,3116765,0,0,0.443621,,0.924907
lib4823_C4W9KACXX,UNPAIRED,8984836,8984836,1,0,8984836,1,414667445,7777925,361748020,360402578,0,0.007941,0.003903,0.000037,49.370684,0,0,0,0.500335,0,0,,,,443587503,443575773,3401830,200777444,187190335,35235026,16971490,0,2703261,2700834,0.007669,0.452634,0.422003,0.079434,0.038261,0.874637,0.874614,0.500225,0.479409,0.548092,0.58188,0.850285,,,,9484675,8984839,94.7%,1206912,13.4%,645120,473665,0,0,4589355,Unknown Library,8984836,0,0,3623862,0,0,0.403331,,0.947300
lib4824_C4W9KACXX,UNPAIRED,8419260,8419260,1,0,8419260,1,391274981,7108492,333347217,331875801,0,0.009856,0.003754,0.00003,49.326236,0,0,0,0.501093,0,0,,,,415290407,415281400,1290480,214106418,167138819,17264940,15480849,0,2681630,2664836,0.003107,0.515569,0.402471,0.041574,0.037278,0.918041,0.918021,0.501571,0.54212,0.561722,0.536076,0.866588,,,,9031285,8419263,93.2%,1310769,15.6%,241089,506405,0,0,5250665,Unknown Library,8419260,0,0,3985923,0,0,0.473429,,0.932233
lib4825_C4W9KACXX,UNPAIRED,6261423,6261423,1,0,6261423,1,287141463,5218260,242742184,241662808,0,0.014552,0.004286,0.000035,49.317376,0,0,0,0.500617,0,0,,,,308796955,308789919,2424814,138798897,125277564,24504300,17784555,0,1856958,1852973,0.007853,0.449493,0.405705,0.079356,0.057594,0.855198,0.855178,0.500537,0.558915,0.476908,0.606845,0.692973,,,,6769490,6261426,92.5%,1043164,16.7%,393240,364519,0,0,4713243,Unknown Library,6261423,0,0,2680521,0,0,0.428101,,0.924948
lib4826_C4W9KACXX,UNPAIRED,7873759,7873759,1,0,7873759,1,365116169,6684667,313755141,312536909,0,0.01252,0.003704,0.000032,49.360895,0,0,0,0.50002,0,0,,,,388655788,388647692,1976758,182539610,151332514,32156406,20642549,0,2363094,2337004,0.005086,0.469679,0.389382,0.082739,0.053114,0.859061,0.859043,0.502775,0.485558,0.60293,0.575504,0.898658,,,,8374951,7873762,94.0%,1189093,15.1%,545933,425894,0,0,5328003,Unknown Library,7873759,0,0,2997094,0,0,0.380643,,0.940156
lib4827_C4W9KACXX,UNPAIRED,8410550,8410550,1,0,8410550,1,383178369,6762793,314741113,313518813,0,0.021603,0.003998,0.000042,49.354521,0,0,0,0.500616,0,0,,,,415098666,415087436,3000257,173201170,168267791,35992655,34625852,0,2383757,2380800,0.007228,0.417264,0.405379,0.086711,0.083418,0.822643,0.822621,0.50031,0.502385,0.548697,0.625926,0.781781,,,,8891624,8410553,94.6%,1647758,19.6%,506610,440057,0,0,8537422,Unknown Library,8410550,0,0,3741053,0,0,0.444805,,0.945896
lib4828_C4W9KACXX,UNPAIRED,6071050,6071050,1,0,6071050,1,275623682,4594559,215946060,214928242,0,0.034137,0.003921,0.000036,49.281847,0,0,0,0.500644,0,0,,,,299192559,299184959,1009778,129404063,103677780,28142065,36951342,0,1641859,1649921,0.003375,0.432522,0.346534,0.094062,0.123507,0.779056,0.779036,0.498775,0.603673,0.556191,0.584115,0.907764,,,,6590598,6071053,92.1%,1476492,24.3%,326558,282512,0,0,8842151,Unknown Library,6071050,0,0,2683035,0,0,0.441939,,0.921168
lib4829_C4W9KACXX,UNPAIRED,5758744,5758744,1,0,5758744,1,261987553,4715040,218381840,217341905,0,0.019383,0.004568,0.000038,49.279983,0,0,0,0.50009,0,0,,,,283790807,283783526,2761841,125546452,111314609,23449123,20711736,0,1644418,1679184,0.009732,0.442402,0.392252,0.08263,0.072984,0.834654,0.834633,0.49477,0.588963,0.490773,0.54375,0.79305,,,,6252765,5758747,92.1%,1043705,18.1%,355497,288897,0,0,5175206,Unknown Library,5758744,0,0,2366146,0,0,0.410879,,0.920992
lib4830_C4W9KACXX,UNPAIRED,6746605,6746605,1,0,6746605,1,307954302,5645966,261925153,260652220,0,0.016879,0.004489,0.000037,49.284216,0,0,0,0.50029,0,0,,,,332501136,332492601,2821769,142730215,134997930,29695257,22247617,0,1913367,1951938,0.008487,0.429273,0.406018,0.089311,0.066912,0.835291,0.83527,0.495011,0.612896,0.424023,0.605484,0.665615,,,,7341868,6746608,91.9%,1100640,16.3%,488389,367715,0,0,5346632,Unknown Library,6746605,0,0,3004729,0,0,0.445369,,0.918922
lib4831_C4W9KACXX,UNPAIRED,7832776,7832776,1,0,7832776,1,358275231,6634045,308175450,307012396,0,0.015466,0.004223,0.000038,49.363062,0,0,0,0.500558,0,0,,,,386649804,386639801,4400094,164258078,150649361,42077906,25254827,0,2210593,2207964,0.01138,0.424835,0.389637,0.10883,0.065319,0.814472,0.814451,0.500297,0.457236,0.604702,0.586859,0.877197,,,,8272789,7832779,94.7%,1198732,15.3%,729695,375548,0,0,5780440,Unknown Library,7832776,0,0,2958087,0,0,0.377655,,0.946812
lib4832_C4W9KACXX,UNPAIRED,6561012,6561012,1,0,6561012,1,304461789,5481984,257561031,256436073,0,0.012724,0.003937,0.000036,49.328337,0,0,0,0.500711,0,0,,,,323643808,323635364,1790864,137333863,145357425,22007564,17145781,0,1963515,1950975,0.005534,0.424348,0.449139,0.068001,0.052979,0.873487,0.873464,0.501602,0.635937,0.381471,0.652399,0.531716,,,,7104507,6561015,92.4%,1079029,16.4%,350765,394483,0,0,4714330,Unknown Library,6561012,0,0,3127953,0,0,0.476749,,0.923500
lib4833_C4W9KACXX,UNPAIRED,7566093,7566093,1,0,7566093,1,350110370,6500219,304278331,302954711,0,0.011939,0.003914,0.000032,49.324328,0,0,0,0.500301,0,0,,,,373192453,373184406,1917414,177620299,146578680,29038827,18029341,0,2287673,2280701,0.005138,0.475959,0.392778,0.077814,0.048312,0.868737,0.868718,0.500763,0.52629,0.517265,0.550597,0.815112,,,,8170338,7566096,92.6%,1065875,14.1%,493054,436769,0,0,4690914,Unknown Library,7566093,0,0,3153785,0,0,0.416831,,0.926044
lib4834_C4W9KACXX,UNPAIRED,8542829,8542829,1,0,8542829,1,391582438,7192568,333924764,332589343,0,0.01334,0.004478,0.000038,49.348881,0,0,0,0.500327,0,0,,,,421579053,421568819,4504172,175054555,180291102,37965245,23754059,0,2467030,2452187,0.010684,0.415245,0.427667,0.090057,0.056347,0.842913,0.842892,0.501509,0.554064,0.454816,0.657357,0.605936,,,,9166076,8542832,93.2%,1350262,15.8%,655135,472305,0,0,5972742,Unknown Library,8542829,0,0,3752766,0,0,0.439288,,0.932005
lib4835_C4W9KACXX,UNPAIRED,8605693,8605693,1,0,8605693,1,392669293,7354491,340812338,339527698,0,0.015658,0.00453,0.000038,49.36313,0,0,0,0.500223,0,0,,,,424803945,424792677,5891283,174640496,163019823,52571756,28669933,0,2357253,2364158,0.013869,0.411119,0.383763,0.123759,0.067492,0.794883,0.794862,0.499269,0.459663,0.577347,0.611842,0.831963,,,,9110863,8605696,94.5%,1251203,14.5%,949490,389147,0,0,6092221,Unknown Library,8605693,0,0,3376150,0,0,0.392316,,0.944553
lib4836_C4W9KACXX,UNPAIRED,6951922,6951922,1,0,6951922,1,318213629,5958384,276029694,274651921,0,0.012459,0.0044,0.000034,49.269566,0,0,0,0.500251,0,0,,,,342518179,342510089,2651564,155235066,132484145,34262464,17877013,0,2012059,2061794,0.007742,0.453228,0.386804,0.100033,0.052194,0.840031,0.840012,0.493896,0.574024,0.507222,0.553448,0.809164,,,,7609598,6951925,91.4%,993539,14.3%,615556,376440,0,0,4356989,Unknown Library,6951922,0,0,2771639,0,0,0.398687,,0.913573
lib4837_C4W9KACXX,UNPAIRED,6437453,6437453,1,0,6437453,1,296321966,5531598,257766236,256607785,0,0.012908,0.004137,0.000032,49.307292,0,0,0,0.499707,0,0,,,,317413373,317406259,1912970,150548138,117026550,30921607,16997149,0,1884395,1920369,0.006027,0.474307,0.368696,0.09742,0.05355,0.843004,0.842985,0.495273,0.553712,0.54854,0.614255,0.828107,,,,6977208,6437456,92.3%,905856,14.1%,544744,325741,0,0,4143697,Unknown Library,6437453,0,0,2394925,0,0,0.37203,,0.922640
